cpu encode:Debug/Lena2056.bmp
color conversion,DCT,zig_quantize,huffman,total
0.840735,2.32798,0.848013,2.40141,6.41813

cpu decode:Debug/Lena2056.bmp
allocation,huffman,zig_quantize,Inv-DCT,color conversion,total
0.465674,0.635113,0.219591,2.52797,0.340614,4.18896

cpu encode:Debug/Lena2056.bmp
color conversion,DCT,zig_quantize,huffman,total
0.06692,1.46468,0.033767,0.038641,1.60401

cpu decode:Debug/Lena2056.bmp
allocation,huffman,zig_quantize,Inv-DCT,color conversion,total
0,0.0403001,0.0208569,1.92554,0.115551,2.10225

cpu encode:Debug/Lena2056.bmp
color conversion,DCT,zig_quantize,huffman,total
0.0670729,1.46525,0.0337858,0.038553,1.60467

cpu decode:Debug/Lena2056.bmp
allocation,huffman,zig_quantize,Inv-DCT,color conversion,total
9.53674e-07,0.0397022,0.02037,1.89294,0.113161,2.06617

cpu encode:Debug/Lena2056.bmp
color conversion,DCT,zig_quantize,huffman,total
0.063375,1.4917,0.034524,0.03929,1.62889

cpu decode:Debug/Lena2056.bmp
allocation,huffman,zig_quantize,Inv-DCT,color conversion,total
0,0.039814,0.020493,1.92017,0.118405,2.09889

gpu preprocess:Debug/Lena2056.bmp
,total
cpu,0.0991611
gpu,0.101871

gpu encode:Debug/Lena2056.bmp
,transfer memory,color conversion,DCT,zig_quantize,huffman,transfer memory,total
cpu,0.002702,7.48634e-05,0.00011301,3.8147e-05,0.0202241,0.0174029,0.040555
gpu,0.00276461,0.0123295,0.000124,0.00481357,0.0374492,7.4912e-05,0.0575558

gpu decode:Debug/Lena2056.bmp
,allocation,huffman,zig_quantize,Inv-DCT,color conversion,transfer memory,total
cpu,0.000997066,0.034692,6.50883e-05,4.48227e-05,2.5034e-05,0.00633621,0.0421603
gpu,0.00110643,0.0348435,0.00415158,4.736e-05,0.011588,0.00634006,0.0580769

cpu encode:Debug/Lena2056.bmp
color conversion,DCT,zig_quantize,huffman,total
0.0671551,1.47897,0.0346332,0.0391271,1.61988

cpu decode:Debug/Lena2056.bmp
allocation,huffman,zig_quantize,Inv-DCT,color conversion,total
0,0.0493469,0.020396,1.91754,0.115299,2.10258

gpu preprocess:Debug/Lena2056.bmp
,total
cpu,0.0969341
gpu,0.0996109

gpu encode:Debug/Lena2056.bmp
,transfer memory,color conversion,DCT,zig_quantize,huffman,transfer memory,total
cpu,0.00225592,7.70092e-05,8.17776e-05,4.07696e-05,0.021348,0.018852,0.0426555
gpu,0.00239658,0.0128612,8.2464e-05,0.004812,0.0392029,0.00011776,0.0594729

gpu decode:Debug/Lena2056.bmp
,allocation,huffman,zig_quantize,Inv-DCT,color conversion,transfer memory,total
cpu,0.00213218,0.037503,6.38962e-05,3.38554e-05,1.50204e-05,0.00557494,0.0453229
gpu,0.0021255,0.0376487,0.00415491,3.4336e-05,0.011602,0.00557706,0.0611425

cpu encode:Debug/Lena2056.bmp
color conversion,DCT,zig_quantize,huffman,total
0.066097,1.47936,0.034445,0.0389171,1.61882

cpu decode:Debug/Lena2056.bmp
allocation,huffman,zig_quantize,Inv-DCT,color conversion,total
0,0.048424,0.0209661,1.91352,0.11585,2.09876

gpu preprocess:Debug/Lena2056.bmp
,total
cpu,0.0953791
gpu,0.0980686

gpu encode:Debug/Lena2056.bmp
,transfer memory,color conversion,DCT,zig_quantize,huffman,transfer memory,total
cpu,0.00227404,0.0138249,9.89437e-05,0.00515604,0.0397201,0.000102997,0.061177
gpu,0.00241363,0.0138272,0.000100864,0.0056801,0.0397234,8.3648e-05,0.0618288

gpu decode:Debug/Lena2056.bmp
,allocation,huffman,zig_quantize,Inv-DCT,color conversion,transfer memory,total
cpu,0.00102115,0.0357962,0.0047071,3.00407e-05,0.012028,0.00555706,0.0591395
gpu,0.00113357,0.0359494,0.0047447,1.376e-06,0.012499,0.0055583,0.0598864

cpu encode:Debug/Lena2056.bmp
color conversion,DCT,zig_quantize,huffman,total
0.0655441,1.47077,0.034132,0.0387809,1.60923

cpu decode:Debug/Lena2056.bmp
allocation,huffman,zig_quantize,Inv-DCT,color conversion,total
0,0.0399141,0.0204449,1.91679,0.114916,2.09207

gpu preprocess:Debug/Lena2056.bmp
,total
cpu,0.0964379
gpu,0.0991257

